observed_date,rank,licensee,assignment_count
2025-08-19,1,ONE NEW ZEALAND GROUP LIMITED,10175
2025-08-19,2,SPARK NEW ZEALAND TRADING LIMITED,8864
2025-08-19,3,TWO DEGREES NETWORKS LIMITED,8695
2025-08-19,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-19,5,EONFIBRE LIMITED,2023
2025-08-19,6,VITAL LIMITED,1981
2025-08-19,7,KIWIRAIL,1820
2025-08-19,8,KORDIA LIMITED,1523
2025-08-19,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-19,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-19,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-19,12,LIGHTWIRE LIMITED,640
2025-08-19,13,NZME RADIO LIMITED,601
2025-08-19,14,POWERCO LIMITED,590
2025-08-19,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-19,16,EVERY PERSON,574
2025-08-19,17,ISO LIMITED,552
2025-08-19,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-19,19,KIWIRAIL LTD,533
2025-08-19,20,SPACE OPERATIONS NEW ZEALAND LIMITED,504
2025-08-19,21,MEDIAWORKS RADIO LIMITED,491
2025-08-19,22,DEPARTMENT OF CONSERVATION,464
2025-08-19,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-19,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-19,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-20,1,ONE NEW ZEALAND GROUP LIMITED,10175
2025-08-20,2,SPARK NEW ZEALAND TRADING LIMITED,8864
2025-08-20,3,TWO DEGREES NETWORKS LIMITED,8695
2025-08-20,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-20,5,EONFIBRE LIMITED,2023
2025-08-20,6,VITAL LIMITED,1981
2025-08-20,7,KIWIRAIL,1820
2025-08-20,8,KORDIA LIMITED,1521
2025-08-20,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-20,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-20,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-20,12,LIGHTWIRE LIMITED,640
2025-08-20,13,NZME RADIO LIMITED,601
2025-08-20,14,POWERCO LIMITED,590
2025-08-20,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-20,16,EVERY PERSON,574
2025-08-20,17,ISO LIMITED,552
2025-08-20,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-20,19,KIWIRAIL LTD,533
2025-08-20,20,SPACE OPERATIONS NEW ZEALAND LIMITED,504
2025-08-20,21,MEDIAWORKS RADIO LIMITED,491
2025-08-20,22,DEPARTMENT OF CONSERVATION,464
2025-08-20,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-20,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-20,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-21,1,ONE NEW ZEALAND GROUP LIMITED,10176
2025-08-21,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-08-21,3,TWO DEGREES NETWORKS LIMITED,8693
2025-08-21,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-21,5,EONFIBRE LIMITED,2023
2025-08-21,6,VITAL LIMITED,1981
2025-08-21,7,KIWIRAIL,1820
2025-08-21,8,KORDIA LIMITED,1521
2025-08-21,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-21,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-21,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-21,12,LIGHTWIRE LIMITED,640
2025-08-21,13,NZME RADIO LIMITED,601
2025-08-21,14,POWERCO LIMITED,590
2025-08-21,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-21,16,EVERY PERSON,574
2025-08-21,17,ISO LIMITED,552
2025-08-21,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-21,19,KIWIRAIL LTD,533
2025-08-21,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-08-21,21,MEDIAWORKS RADIO LIMITED,491
2025-08-21,22,DEPARTMENT OF CONSERVATION,464
2025-08-21,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-21,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-21,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-25,1,ONE NEW ZEALAND GROUP LIMITED,10176
2025-08-25,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-08-25,3,TWO DEGREES NETWORKS LIMITED,8673
2025-08-25,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-25,5,EONFIBRE LIMITED,2023
2025-08-25,6,VITAL LIMITED,1981
2025-08-25,7,KIWIRAIL,1820
2025-08-25,8,KORDIA LIMITED,1521
2025-08-25,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-25,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-25,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-25,12,LIGHTWIRE LIMITED,638
2025-08-25,13,NZME RADIO LIMITED,601
2025-08-25,14,POWERCO LIMITED,590
2025-08-25,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-25,16,EVERY PERSON,574
2025-08-25,17,ISO LIMITED,552
2025-08-25,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-25,19,KIWIRAIL LTD,533
2025-08-25,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-08-25,21,MEDIAWORKS RADIO LIMITED,491
2025-08-25,22,DEPARTMENT OF CONSERVATION,464
2025-08-25,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-25,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-25,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-26,1,ONE NEW ZEALAND GROUP LIMITED,10176
2025-08-26,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-08-26,3,TWO DEGREES NETWORKS LIMITED,8673
2025-08-26,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-26,5,EONFIBRE LIMITED,2027
2025-08-26,6,VITAL LIMITED,1981
2025-08-26,7,KIWIRAIL,1820
2025-08-26,8,KORDIA LIMITED,1519
2025-08-26,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-26,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-26,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-26,12,LIGHTWIRE LIMITED,638
2025-08-26,13,NZME RADIO LIMITED,601
2025-08-26,14,POWERCO LIMITED,590
2025-08-26,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-26,16,EVERY PERSON,574
2025-08-26,17,ISO LIMITED,552
2025-08-26,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-26,19,KIWIRAIL LTD,533
2025-08-26,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-08-26,21,MEDIAWORKS RADIO LIMITED,491
2025-08-26,22,DEPARTMENT OF CONSERVATION,464
2025-08-26,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-26,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-26,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-27,1,ONE NEW ZEALAND GROUP LIMITED,10176
2025-08-27,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-08-27,3,TWO DEGREES NETWORKS LIMITED,8673
2025-08-27,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-27,5,EONFIBRE LIMITED,2027
2025-08-27,6,VITAL LIMITED,1980
2025-08-27,7,KIWIRAIL,1820
2025-08-27,8,KORDIA LIMITED,1519
2025-08-27,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-27,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-27,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-27,12,LIGHTWIRE LIMITED,638
2025-08-27,13,NZME RADIO LIMITED,601
2025-08-27,14,POWERCO LIMITED,590
2025-08-27,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-27,16,EVERY PERSON,574
2025-08-27,17,ISO LIMITED,552
2025-08-27,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-27,19,KIWIRAIL LTD,533
2025-08-27,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-08-27,21,MEDIAWORKS RADIO LIMITED,491
2025-08-27,22,DEPARTMENT OF CONSERVATION,464
2025-08-27,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-27,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-27,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-08-28,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-08-28,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-08-28,3,TWO DEGREES NETWORKS LIMITED,8685
2025-08-28,4,CHORUS NEW ZEALAND LIMITED,3636
2025-08-28,5,EONFIBRE LIMITED,2027
2025-08-28,6,VITAL LIMITED,1980
2025-08-28,7,KIWIRAIL,1820
2025-08-28,8,KORDIA LIMITED,1517
2025-08-28,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-08-28,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-08-28,11,ENTAIN NEW ZEALAND LIMITED,657
2025-08-28,12,LIGHTWIRE LIMITED,638
2025-08-28,13,NZME RADIO LIMITED,602
2025-08-28,14,POWERCO LIMITED,590
2025-08-28,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-08-28,16,EVERY PERSON,574
2025-08-28,17,ISO LIMITED,552
2025-08-28,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-08-28,19,KIWIRAIL LTD,533
2025-08-28,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-08-28,21,MEDIAWORKS RADIO LIMITED,491
2025-08-28,22,DEPARTMENT OF CONSERVATION,464
2025-08-28,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-08-28,24,TAIT SYSTEMS NZ LIMITED,433
2025-08-28,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-01,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-01,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-09-01,3,TWO DEGREES NETWORKS LIMITED,8685
2025-09-01,4,CHORUS NEW ZEALAND LIMITED,3636
2025-09-01,5,EONFIBRE LIMITED,2027
2025-09-01,6,VITAL LIMITED,1980
2025-09-01,7,KIWIRAIL,1820
2025-09-01,8,KORDIA LIMITED,1517
2025-09-01,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-01,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-01,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-01,12,LIGHTWIRE LIMITED,640
2025-09-01,13,NZME RADIO LIMITED,602
2025-09-01,14,POWERCO LIMITED,590
2025-09-01,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-01,16,EVERY PERSON,574
2025-09-01,17,ISO LIMITED,552
2025-09-01,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-01,19,KIWIRAIL LTD,533
2025-09-01,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-01,21,MEDIAWORKS RADIO LIMITED,491
2025-09-01,22,DEPARTMENT OF CONSERVATION,464
2025-09-01,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-09-01,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-01,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-02,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-02,2,SPARK NEW ZEALAND TRADING LIMITED,8868
2025-09-02,3,TWO DEGREES NETWORKS LIMITED,8687
2025-09-02,4,CHORUS NEW ZEALAND LIMITED,3636
2025-09-02,5,EONFIBRE LIMITED,2027
2025-09-02,6,VITAL LIMITED,1980
2025-09-02,7,KIWIRAIL,1820
2025-09-02,8,KORDIA LIMITED,1517
2025-09-02,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-02,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-02,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-02,12,LIGHTWIRE LIMITED,640
2025-09-02,13,NZME RADIO LIMITED,602
2025-09-02,14,POWERCO LIMITED,590
2025-09-02,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-02,16,EVERY PERSON,574
2025-09-02,17,ISO LIMITED,552
2025-09-02,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-02,19,KIWIRAIL LTD,533
2025-09-02,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-02,21,MEDIAWORKS RADIO LIMITED,491
2025-09-02,22,DEPARTMENT OF CONSERVATION,464
2025-09-02,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-09-02,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-02,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-03,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-03,2,SPARK NEW ZEALAND TRADING LIMITED,8901
2025-09-03,3,TWO DEGREES NETWORKS LIMITED,8687
2025-09-03,4,CHORUS NEW ZEALAND LIMITED,3634
2025-09-03,5,EONFIBRE LIMITED,2027
2025-09-03,6,VITAL LIMITED,1980
2025-09-03,7,KIWIRAIL,1820
2025-09-03,8,KORDIA LIMITED,1517
2025-09-03,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-03,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-03,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-03,12,LIGHTWIRE LIMITED,637
2025-09-03,13,NZME RADIO LIMITED,602
2025-09-03,14,POWERCO LIMITED,590
2025-09-03,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-03,16,EVERY PERSON,574
2025-09-03,17,ISO LIMITED,552
2025-09-03,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-03,19,KIWIRAIL LTD,533
2025-09-03,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-03,21,MEDIAWORKS RADIO LIMITED,491
2025-09-03,22,DEPARTMENT OF CONSERVATION,464
2025-09-03,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-09-03,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-03,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-04,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-04,2,SPARK NEW ZEALAND TRADING LIMITED,8901
2025-09-04,3,TWO DEGREES NETWORKS LIMITED,8687
2025-09-04,4,CHORUS NEW ZEALAND LIMITED,3607
2025-09-04,5,EONFIBRE LIMITED,2027
2025-09-04,6,VITAL LIMITED,1980
2025-09-04,7,KIWIRAIL,1820
2025-09-04,8,KORDIA LIMITED,1517
2025-09-04,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-04,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-04,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-04,12,LIGHTWIRE LIMITED,637
2025-09-04,13,NZME RADIO LIMITED,602
2025-09-04,14,POWERCO LIMITED,590
2025-09-04,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-04,16,EVERY PERSON,574
2025-09-04,17,ISO LIMITED,552
2025-09-04,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-04,19,KIWIRAIL LTD,533
2025-09-04,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-04,21,MEDIAWORKS RADIO LIMITED,489
2025-09-04,22,DEPARTMENT OF CONSERVATION,464
2025-09-04,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-09-04,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-04,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-05,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-05,2,SPARK NEW ZEALAND TRADING LIMITED,8901
2025-09-05,3,TWO DEGREES NETWORKS LIMITED,8687
2025-09-05,4,CHORUS NEW ZEALAND LIMITED,3607
2025-09-05,5,EONFIBRE LIMITED,2027
2025-09-05,6,VITAL LIMITED,1980
2025-09-05,7,KIWIRAIL,1820
2025-09-05,8,KORDIA LIMITED,1515
2025-09-05,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-05,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-05,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-05,12,LIGHTWIRE LIMITED,637
2025-09-05,13,NZME RADIO LIMITED,602
2025-09-05,14,POWERCO LIMITED,590
2025-09-05,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-05,16,EVERY PERSON,574
2025-09-05,17,ISO LIMITED,552
2025-09-05,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-05,19,KIWIRAIL LTD,533
2025-09-05,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-05,21,MEDIAWORKS RADIO LIMITED,489
2025-09-05,22,DEPARTMENT OF CONSERVATION,464
2025-09-05,23,FIRE AND EMERGENCY NEW ZEALAND,459
2025-09-05,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-05,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-08,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-08,2,SPARK NEW ZEALAND TRADING LIMITED,8901
2025-09-08,3,TWO DEGREES NETWORKS LIMITED,8694
2025-09-08,4,CHORUS NEW ZEALAND LIMITED,3607
2025-09-08,5,EONFIBRE LIMITED,2027
2025-09-08,6,VITAL LIMITED,1980
2025-09-08,7,KIWIRAIL,1820
2025-09-08,8,KORDIA LIMITED,1515
2025-09-08,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-08,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-08,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-08,12,LIGHTWIRE LIMITED,637
2025-09-08,13,NZME RADIO LIMITED,602
2025-09-08,14,POWERCO LIMITED,590
2025-09-08,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-08,16,EVERY PERSON,574
2025-09-08,17,ISO LIMITED,552
2025-09-08,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-08,19,KIWIRAIL LTD,533
2025-09-08,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-08,21,MEDIAWORKS RADIO LIMITED,489
2025-09-08,22,DEPARTMENT OF CONSERVATION,464
2025-09-08,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-08,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-08,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-09,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-09,2,SPARK NEW ZEALAND TRADING LIMITED,8901
2025-09-09,3,TWO DEGREES NETWORKS LIMITED,8694
2025-09-09,4,CHORUS NEW ZEALAND LIMITED,3603
2025-09-09,5,EONFIBRE LIMITED,2031
2025-09-09,6,VITAL LIMITED,1980
2025-09-09,7,KIWIRAIL,1820
2025-09-09,8,KORDIA LIMITED,1515
2025-09-09,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-09,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-09,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-09,12,LIGHTWIRE LIMITED,637
2025-09-09,13,NZME RADIO LIMITED,602
2025-09-09,14,POWERCO LIMITED,590
2025-09-09,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-09,16,EVERY PERSON,574
2025-09-09,17,ISO LIMITED,552
2025-09-09,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-09,19,KIWIRAIL LTD,533
2025-09-09,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-09,21,MEDIAWORKS RADIO LIMITED,490
2025-09-09,22,DEPARTMENT OF CONSERVATION,464
2025-09-09,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-09,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-09,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-11,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-11,2,SPARK NEW ZEALAND TRADING LIMITED,8905
2025-09-11,3,TWO DEGREES NETWORKS LIMITED,8694
2025-09-11,4,CHORUS NEW ZEALAND LIMITED,3603
2025-09-11,5,EONFIBRE LIMITED,2031
2025-09-11,6,VITAL LIMITED,1980
2025-09-11,7,KIWIRAIL,1820
2025-09-11,8,KORDIA LIMITED,1515
2025-09-11,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-11,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-11,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-11,12,LIGHTWIRE LIMITED,637
2025-09-11,13,NZME RADIO LIMITED,602
2025-09-11,14,POWERCO LIMITED,590
2025-09-11,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-11,16,EVERY PERSON,574
2025-09-11,17,ISO LIMITED,552
2025-09-11,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-11,19,KIWIRAIL LTD,533
2025-09-11,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-11,21,MEDIAWORKS RADIO LIMITED,490
2025-09-11,22,DEPARTMENT OF CONSERVATION,464
2025-09-11,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-11,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-11,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-12,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-12,2,SPARK NEW ZEALAND TRADING LIMITED,8905
2025-09-12,3,TWO DEGREES NETWORKS LIMITED,8694
2025-09-12,4,CHORUS NEW ZEALAND LIMITED,3603
2025-09-12,5,EONFIBRE LIMITED,2031
2025-09-12,6,VITAL LIMITED,1980
2025-09-12,7,KIWIRAIL,1820
2025-09-12,8,KORDIA LIMITED,1515
2025-09-12,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-12,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-12,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-12,12,LIGHTWIRE LIMITED,631
2025-09-12,13,NZME RADIO LIMITED,602
2025-09-12,14,POWERCO LIMITED,590
2025-09-12,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-12,16,EVERY PERSON,574
2025-09-12,17,ISO LIMITED,552
2025-09-12,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-12,19,KIWIRAIL LTD,533
2025-09-12,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-12,21,MEDIAWORKS RADIO LIMITED,490
2025-09-12,22,DEPARTMENT OF CONSERVATION,464
2025-09-12,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-12,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-12,25,ASHLEY COMMUNICATIONS LIMITED,428
2025-09-14,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-14,2,SPARK NEW ZEALAND TRADING LIMITED,8905
2025-09-14,3,TWO DEGREES NETWORKS LIMITED,8694
2025-09-14,4,CHORUS NEW ZEALAND LIMITED,3603
2025-09-14,5,EONFIBRE LIMITED,2031
2025-09-14,6,VITAL LIMITED,1980
2025-09-14,7,KIWIRAIL,1820
2025-09-14,8,KORDIA LIMITED,1515
2025-09-14,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-14,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-14,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-14,12,LIGHTWIRE LIMITED,631
2025-09-14,13,NZME RADIO LIMITED,602
2025-09-14,14,POWERCO LIMITED,590
2025-09-14,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-14,16,EVERY PERSON,574
2025-09-14,17,ISO LIMITED,552
2025-09-14,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-14,19,KIWIRAIL LTD,533
2025-09-14,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-14,21,MEDIAWORKS RADIO LIMITED,490
2025-09-14,22,DEPARTMENT OF CONSERVATION,464
2025-09-14,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-14,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-14,25,ASHLEY COMMUNICATIONS LIMITED,432
2025-09-15,1,ONE NEW ZEALAND GROUP LIMITED,10203
2025-09-15,2,SPARK NEW ZEALAND TRADING LIMITED,8905
2025-09-15,3,TWO DEGREES NETWORKS LIMITED,8700
2025-09-15,4,CHORUS NEW ZEALAND LIMITED,3603
2025-09-15,5,EONFIBRE LIMITED,2031
2025-09-15,6,VITAL LIMITED,1980
2025-09-15,7,KIWIRAIL,1820
2025-09-15,8,KORDIA LIMITED,1515
2025-09-15,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-15,10,NZ DEFENCE FORCE HEADQUARTERS,814
2025-09-15,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-15,12,LIGHTWIRE LIMITED,631
2025-09-15,13,NZME RADIO LIMITED,602
2025-09-15,14,POWERCO LIMITED,590
2025-09-15,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-15,16,EVERY PERSON,574
2025-09-15,17,ISO LIMITED,552
2025-09-15,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-15,19,KIWIRAIL LTD,533
2025-09-15,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-15,21,MEDIAWORKS RADIO LIMITED,490
2025-09-15,22,DEPARTMENT OF CONSERVATION,464
2025-09-15,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-15,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-15,25,ASHLEY COMMUNICATIONS LIMITED,432
2025-09-16,1,ONE NEW ZEALAND GROUP LIMITED,10230
2025-09-16,2,SPARK NEW ZEALAND TRADING LIMITED,8929
2025-09-16,3,TWO DEGREES NETWORKS LIMITED,8717
2025-09-16,4,CHORUS NEW ZEALAND LIMITED,3601
2025-09-16,5,EONFIBRE LIMITED,2031
2025-09-16,6,VITAL LIMITED,1980
2025-09-16,7,KIWIRAIL,1820
2025-09-16,8,KORDIA LIMITED,1515
2025-09-16,9,RURAL CONNECTIVITY GROUP LIMITED,1367
2025-09-16,10,NZ DEFENCE FORCE HEADQUARTERS,815
2025-09-16,11,ENTAIN NEW ZEALAND LIMITED,657
2025-09-16,12,LIGHTWIRE LIMITED,631
2025-09-16,13,NZME RADIO LIMITED,602
2025-09-16,14,POWERCO LIMITED,590
2025-09-16,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,580
2025-09-16,16,EVERY PERSON,574
2025-09-16,17,ISO LIMITED,552
2025-09-16,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,547
2025-09-16,19,KIWIRAIL LTD,533
2025-09-16,20,SPACE OPERATIONS NEW ZEALAND LIMITED,510
2025-09-16,21,MEDIAWORKS RADIO LIMITED,490
2025-09-16,22,DEPARTMENT OF CONSERVATION,464
2025-09-16,23,FIRE AND EMERGENCY NEW ZEALAND,460
2025-09-16,24,TAIT SYSTEMS NZ LIMITED,433
2025-09-16,25,ASHLEY COMMUNICATIONS LIMITED,432
